Bokor National Park : Kampot,images/Bokor National Park.jpg,Misty mountain plateau 1;080m above sea level featuring abandoned French hill station; casino ruins; and cooler climate. Rich biodiversity with rare wildlife and bird species.,"https://maps.google.com/maps?q=Bokor+National+Park,+Kampot,+Cambodia"
Bokor Hill Station : Kampot,images/Bokor Hill Station.jpg,Abandoned French colonial resort from 1920s including haunting ruins of casino; hotel; and Catholic church. Atmospheric location shrouded in mist with dramatic sea views.,"https://maps.google.com/maps?q=Bokor+Hill+Station,+Cambodia"
Wat Sampov Pram : Kampot,images/Wat Sampov Pram.jpg,Ancient temple complex carved into natural rock formations with caves; Buddha statues; and meditation areas. Peaceful setting surrounded by tropical vegetation.,"https://maps.google.com/maps?q=Wat+Sampov+Pram,+Kampot,+Cambodia"
Phnom Chhnork Cave : Kampot,images/Phnom Chhnork Cave.jpg,Natural limestone cave housing 7th-century temple dedicated to Shiva. Guided tours through narrow passages lead to ancient brick temple illuminated by natural light.,"https://maps.google.com/maps?q=Phnom+Chhnork+Cave,+Kampot,+Cambodia"
Kep National Park (border) : Kampot,images/Kep National Park (border).jpg,Small national park covering 50 square kilometers of forested hills between Kampot and Kep. Well-marked hiking trails; diverse wildlife; and panoramic coastal views.,"https://maps.google.com/maps?q=Kep+National+Park,+Cambodia"
Kep Beach : Kep Province,images/Kep Beach.jpg, Small black sand beach lined with seafood restaurants and colonial villa ruins. Not ideal for swimming but perfect for enjoying famous Kep crab while watching fishing boats.,"https://maps.google.com/maps?q=Kep+Beach,+Cambodia"
Kep Crab Market : Kep Province,images/Kep Crab Market.jpg,Oceanfront market famous for fresh blue swimmers crab served with Kampot pepper. Wooden platforms over water offer authentic dining experience with sea breeze.,"https://maps.google.com/maps?q=Kep+Crab+Market,+Cambodia"
Rabbit Island (Koh Tonsay) : Kep Province,images/Rabbit Island (Koh Tonsay).jpg,Peaceful island 20 minutes by boat from Kep with pristine beaches; basic bungalows; and no cars. Perfect for swimming; snorkeling; and escaping crowds. Day trips or overnight stays available.,"https://maps.google.com/maps?q=Rabbit+Island,+Kep,+Cambodia"
Kep National Park : Kep Province,images/Kep National Park.jpg,Compact park with 8km circular hiking trail through tropical forest. Excellent viewpoints over coast; abandoned villas; and diverse bird species. Cool mountain air provides relief from heat.,"https://maps.google.com/maps?q=Kep+National+Park,+Cambodia"
Sunset Rock : Kep Province,images/Sunset Rock.jpg,Popular viewpoint reached by short hike through Kep National Park. Offers panoramic views of coastline; islands; and spectacular sunsets over Gulf of Thailand.,"https://maps.google.com/maps?q=Sunset+Rock,+Kep,+Cambodia"
Serendipity Beach : Preah Sihanouk Province (Sihanoukville),images/Serendipity Beach.jpg,Most popular beach with white sand; beach bars; restaurants; and water sports. Lively atmosphere day and night; but increasingly developed with Chinese casinos dominating skyline.,"https://maps.google.com/maps?q=Serendipity+Beach,+Sihanoukville,+Cambodia"
Sokha Beach : Preah Sihanouk Province (Sihanoukville),images/Sokha Beach.jpg,Upscale private beach with fine white sand exclusively for hotel guests and day-pass visitors. Less crowded with manicured grounds; quality restaurants; and calm swimming conditions.,"https://maps.google.com/maps?q=Sokha+Beach,+Sihanoukville,+Cambodia"
Independence Beach : Preah Sihanouk Province (Sihanoukville),images/Independence Beach.jpg,Quieter beach named after Independence Hotel. Mix of local vendors and tourist facilities. Good for swimming with gentle waves and less commercial development than Serendipity.,"https://maps.google.com/maps?q=Independence+Beach,+Sihanoukville,+Cambodia"
Otres Beach : Preah Sihanouk Province (Sihanoukville),images/Otres Beach.jpg,Long stretch of golden sand 4km from town center; offering more relaxed backpacker vibe. Beach bars; guesthouses; and restaurants with hammocks and bean bags for lazy days.,"https://maps.google.com/maps?q=Otres+Beach,+Sihanoukville,+Cambodia"
Koh Rong Island : Preah Sihanouk Province (Sihanoukville),images/Koh Rong Island.jpg,Cambodia's second-largest island with pristine beaches; crystal-clear water; and bioluminescent plankton. Multiple beaches offering everything from party atmosphere to secluded retreats.,"https://maps.google.com/maps?q=Koh+Rong+Island,+Cambodia"
Koh Rong Sanloem : Preah Sihanouk Province (Sihanoukville),images/Koh Rong Sanloem.jpg,Smaller; quieter sister island to Koh Rong with stunning Saracen Bay beach. More upscale accommodations; excellent snorkeling; and peaceful jungle interior with walking trails.,"https://maps.google.com/maps?q=Koh+Rong+Sanloem,+Cambodia"
Koh Tas Island : Preah Sihanouk Province (Sihanoukville),images/Koh Tas Island.jpg,Small island perfect for day trips with excellent snorkeling and diving. Crystal-clear water; colorful coral reefs; and minimal development maintaining natural beauty.,"https://maps.google.com/maps?q=Koh+Tas,+Cambodia"
Koh Russei (Bamboo Island) : Preah Sihanouk Province (Sihanoukville),images/Koh Russei (Bamboo Island).jpg,Private island resort accessible by speedboat with luxury eco-lodges. Pristine beaches; snorkeling; kayaking; and spa treatments in exclusive natural setting.,"https://maps.google.com/maps?q=Koh+Russei,+Cambodia"
Kbal Chhay Waterfall : Preah Sihanouk Province (Sihanoukville),images/Kbal Chhay Waterfall.jpg,Multi-tiered waterfall 16km from Sihanoukville; best visited during rainy season when water flow is strongest. Natural swimming pools; picnic areas; and zip-lining activities.,"https://maps.google.com/maps?q=Kbal+Chhay+Waterfall,+Sihanoukville,+Cambodia"
Ream National Park : Preah Sihanouk Province (Sihanoukville),images/Ream National Park.jpg,Coastal park protecting mangrove forests; beaches; and coral reefs. Boat trips through mangroves to spot dolphins; monkeys; and diverse bird species. Pristine beaches without development.,"https://maps.google.com/maps?q=Ream+National+Park,+Cambodia"
Kratie Town : Kratie Province,images/Kratie Town.jpg,Sleepy Mekong River town with French colonial buildings and relaxed atmosphere. Gateway to dolphin watching and authentic rural Cambodian life experience.,"https://maps.google.com/maps?q=Kratie,+Cambodia"
Kampi Dolphin Pool : Kratie Province,images/Kampi Dolphin Pool.jpg,Best place in world to see critically endangered Irrawaddy dolphins in their natural habitat. Boat trips at sunrise or sunset offer highest chances of dolphin sightings.,"https://maps.google.com/maps?q=Kampi+Dolphin+Pool,+Kratie,+Cambodia"
Koh Trong Island : Kratie Province,images/Koh Trong Island.jpg,Peaceful island in Mekong River accessible by ferry; perfect for cycling through traditional villages; farms; and beaches. Experience authentic rural life without tourist crowds.,"https://maps.google.com/maps?q=Koh+Trong,+Kratie,+Cambodia"
Wat Roka Kandal : Kratie Province,images/Wat Roka Kandal.jpg,Important Buddhist temple with beautiful architecture and river views. Local pilgrimage site featuring ancient stupas and meditation areas surrounded by tropical gardens.,"https://maps.google.com/maps?q=Wat+Roka+Kandal,+Kratie,+Cambodia"
Banlung Town : Ratanakiri Province,images/Banlung Town.jpg,Provincial capital and base for exploring northeastern Cambodia's natural wonders. Red dirt roads; ethnic minority communities; and gateway to waterfalls and lakes.,"https://maps.google.com/maps?q=Banlung,+Ratanakiri,+Cambodia"
Boeng Yeak Lom Lake : Ratanakiri Province,images/Boeng Yeak Lom Lake.jpg,Sacred volcanic crater lake with perfectly circular shape and crystal-clear water. Cultural center explains Tampuan indigenous beliefs. Excellent swimming and peaceful atmosphere.,"https://maps.google.com/maps?q=Boeng+Yeak+Lom,+Ratanakiri,+Cambodia"
Virachey National Park : Ratanakiri Province,images/Virachey National Park.jpg,Cambodia's largest national park covering 3;325 square kilometers of pristine rainforest. Multi-day treks through dense jungle; river rapids; and possible wildlife encounters including elephants.,"https://maps.google.com/maps?q=Virachey+National+Park,+Cambodia"
Cha Ong Waterfall : Ratanakiri Province,images/Cha Ong Waterfall.jpg,Seven-tiered waterfall cascading 25 meters through tropical forest. Swimming pools at each level connected by rocky paths. Best visited during rainy season for maximum water flow.,"https://maps.google.com/maps?q=Cha+Ong+Waterfall,+Ratanakiri,+Cambodia"
Ka Tieng Waterfall : Ratanakiri Province,images/Ka Tieng Waterfall.jpg,Impressive two-tier waterfall dropping into deep swimming holes surrounded by lush jungle. Adventure hike through forest with rope assistance required for access.,"https://maps.google.com/maps?q=Ka+Tieng+Waterfall,+Ratanakiri,+Cambodia"
Veun Sai-Siem Pang Conservation Area : Ratanakiri Province,images/Veun Sai-Siem Pang Conservation Area.jpg,Protected area supporting rare wildlife including Asian elephants; tigers; and leopards. Community-based ecotourism with indigenous guide treks and wildlife spotting opportunities.,"https://maps.google.com/maps?q=Veun+Sai+Siem+Pang,+Ratanakiri,+Cambodia"
Ethnic Minority Villages : Ratanakiri Province,images/Ethnic Minority Villages.jpg,Traditional villages of Tampuan; Kreung; and other indigenous groups maintaining ancestral customs. Homestays; traditional crafts demonstrations; and cultural exchange experiences.,"https://maps.google.com/maps?q=Ethnic+Villages+Ratanakiri,+Cambodia"
Eisei Patamak Falls : Ratanakiri Province,images/Eisei Patamak Falls.jpg,Hidden waterfall requiring jungle trek through indigenous territory. Local guides share traditional knowledge about medicinal plants and forest survival techniques.,"https://maps.google.com/maps?q=Eisei+Patamak+Falls,+Ratanakiri,+Cambodia"
Sen Monorom Town : Mondulkiri Province,images/Sen Monorom Town.jpg,Highland town 800 meters above sea level with cool climate and pine forests. Base for elephant encounters; waterfalls; and indigenous Bunong culture experiences.,"https://maps.google.com/maps?q=Sen+Monorom,+Mondulkiri,+Cambodia"
Elephant Valley Project : Mondulkiri Province,images/Elephant Valley Project.jpg,Ethical elephant sanctuary rescuing elephants from logging and tourism industries. Observe elephants in natural forest habitat without riding - walking safaris only.,"https://maps.google.com/maps?q=Elephant+Valley+Project,+Mondulkiri,+Cambodia"
Bou Sra Waterfall : Mondulkiri Province,images/Bou Sra Waterfall.jpg,Three-tiered waterfall dropping 25 meters into jungle pools. Upper and lower levels offer different perspectives and swimming opportunities. Indigenous Bunong consider site sacred.,"https://maps.google.com/maps?q=Bou+Sra+Waterfall,+Mondulkiri,+Cambodia"
Dray Limb Waterfall : Mondulkiri Province,images/Dray Limb Waterfall.jpg,Twin waterfalls side by side creating dramatic cascades through tropical forest. Natural infinity pools for swimming and meditation areas. Less crowded than Bou Sra.,"https://maps.google.com/maps?q=Dray+Limb+Waterfall,+Mondulkiri,+Cambodia"
Sea Forest (Pine Forest) : Mondulkiri Province,images/Sea Forest (Pine Forest).jpg,Unusual pine forest creating Switzerland-like landscape in tropical Cambodia. Cool temperatures; rolling hills; and unique ecosystem perfect for hiking and photography.,"https://maps.google.com/maps?q=Sea+Forest+Mondulkiri,+Cambodia"
Preah Vihear Temple : Preah Vihear Temple ,images/Preah Vihear Temple.jpg,Spectacular 11th-century temple perched on 525-meter cliff overlooking Thailand. UNESCO World Heritage site accessible by steep mountain road. Breathtaking views and remarkable preservation.,"https://maps.google.com/maps?q=Preah+Vihear+Temple,+Cambodia"
Koh Ker Temple Complex : Preah Vihear Province,images/Koh Ker Temple Complex.jpg,Former capital of Khmer Empire from 928-944 AD featuring over 180 temples scattered through forest. Unique seven-tiered pyramid temple Prasat Thom dominates the site.,"https://maps.google.com/maps?q=Koh+Ker,+Preah+Vihear,+Cambodia"
Prasat Thom (Koh Ker) : Preah Vihear Province,images/Prasat Thom (Koh Ker).jpg,Massive stepped pyramid temple rising 40 meters above jungle canopy. Climbable structure offers panoramic forest views and represents unique architectural experiment in Khmer design.,"https://maps.google.com/maps?q=Prasat+Thom+Koh+Ker,+Cambodia"
Sambor Prei Kuk? : Kampong Thom Province,images/Sambor Prei Kuk.jpg,UNESCO World Heritage site predating Angkor by 400 years. Over 100 pre-Angkorian temples from 7th century scattered through forest; representing important transition in Khmer architecture.,"https://maps.google.com/maps?q=Sambor+Prei+Kuk,+Kampong+Thom,+Cambodia"
Kampong Thom Town : Kampong Thom Province,images/Kampong Thom Town.jpg,Historic town on Stung Sen River serving as gateway to Sambor Prei Kuk. Traditional markets; colonial remnants; and authentic Cambodian provincial life atmosphere.,"https://maps.google.com/maps?q=Kampong+Thom,+Cambodia"
Prasat Andet : Kampong Thom Province,images/Prasat Andet.jpg,11th-century temple complex on Mekong River island accessible by boat. Well-preserved carvings; peaceful riverside setting; and opportunity to experience temple discovery adventure.,"https://maps.google.com/maps?q=Prasat+Andet,+Kampong+Thom,+Cambodia"
Koh Kong Town : Koh Kong Province,images/Koh Kong Town.jpg,Frontier town near Thai border serving as gateway to pristine wilderness areas. Base for exploring Cardamom Mountains; mangrove forests; and undeveloped coastline,"https://maps.google.com/maps?q=Koh+Kong,+Cambodia"
Koh Kong Safari World : Koh Kong Province,images/Koh Kong Safari World.jpg,Wildlife park and zoo featuring rescued animals including tigers; elephants; and exotic birds. Educational programs about wildlife conservation and rehabilitation efforts.,"https://maps.google.com/maps?q=Koh+Kong+Safari+World,+Cambodia"
Tatai Waterfall : Koh Kong Province,images/Tatai Waterfall.jpg,Multi-level rapids and waterfalls on Tatai River perfect for swimming; kayaking; and boat trips. Jungle-fringed pools; rope swings; and floating restaurants create adventure playground.,"https://maps.google.com/maps?q=Tatai+Waterfall,+Koh+Kong,+Cambodia"
Botum Sakor National Park : Koh Kong Province,images/Botum Sakor National Park.jpg,Large coastal park protecting mangrove forests; beaches; and coral reefs. Important elephant corridor and bird sanctuary. Remote beaches accessible only by boat.,"https://maps.google.com/maps?q=Botum+Sakor+National+Park,+Cambodia"
Peam Krasop Wildlife Sanctuary : Koh Kong Province,images/Peam Krasop Wildlife Sanctuary.jpg,Mangrove sanctuary protecting crucial coastal ecosystem. Boat tours through channels reveal diverse bird species; fishing communities; and traditional stilted villages.,"https://maps.google.com/maps?q=Peam+Krasop+Wildlife+Sanctuary,+Cambodia"
4 Rivers Floating Lodge : Koh Kong Province,images/4 Rivers Floating Lodge.jpg,Eco-lodge on Tatai River offering luxury tented accommodations on floating platforms. Wildlife watching; kayaking; and fishing in pristine river environment surrounded by rainforest.,"https://maps.google.com/maps?q=4+Rivers+Floating+Lodge,+Koh+Kong,+Cambodia"
Stung Treng Town : Stung Treng Province,images/Stung Treng Town.jpg,Remote river town where Mekong and Sekong rivers converge. Gateway to Laos and starting point for Mekong dolphin watching and rapids exploration.,"https://maps.google.com/maps?q=Stung+Treng,+Cambodia"
Laang Spean Rapids : Stung Treng Province,images/Laang Spean Rapids.jpg,Dramatic Mekong River rapids featuring rocky outcrops and swirling waters. Boat trips during high water season offer thrilling rides through white water sections.,"https://maps.google.com/maps?q=Laang+Spean+Rapids,+Stung+Treng,+Cambodia"
Ramsar Wetlands : Stung Treng Province,images/Ramsar Wetlands.jpg,Internationally important wetland system supporting diverse bird species and fish populations. Critical habitat for endangered species and traditional fishing communities.,"https://maps.google.com/maps?q=Ramsar+Wetlands+Stung+Treng,+Cambodia"
Pursat Town : Pursat Province,images/Pursat Town.jpg,Provincial capital known for marble carving and silversmithing crafts. Traditional workshops; local markets; and authentic small-town Cambodian atmosphere.,"https://maps.google.com/maps?q=Pursat,+Cambodia"
Cardamom Mountains : Pursat Province,images/Cardamom Mountains.jpg,Southeast Asia's largest remaining rainforest supporting tigers; elephants; and sun bears. Multi-day trekking expeditions; community-based ecotourism; and wildlife research programs.,"https://maps.google.com/maps?q=Cardamom+Mountains,+Pursat,+Cambodia"
Floating Village of Kompong Luong : Pursat Province,images/Floating Village of Kompong Luong.jpg,Vietnam fishing community living entirely on water in Tonle Sap Lake. Floating houses; schools; and markets creating unique aquatic civilization. Best visited during high water season.,"https://maps.google.com/maps?q=Kompong+Luong,+Pursat,+Cambodia"
Svay Rieng Town? : Svay Rieng Province,images/Svay Rieng Town.jpg,Provincial capital near Vietnam border with traditional markets; pagodas; and authentic rural Khmer culture. Gateway for overland travel to Vietnam via Bavet crossing.,"https://maps.google.com/maps?q=Svay+Rieng,+Cambodia"
Bavet Border Crossing : Svay Rieng Province,images/Bavet Border Crossing.jpg,Busy international border crossing with Vietnam. Transit point featuring duty-free shopping; currency exchange; and international trucking hub atmosphere.,"https://maps.google.com/maps?q=Bavet,+Svay+Rieng,+Cambodia"
Takeo Town : Kandal Province,images/Takeo Town.jpg,Historic town south of Phnom Penh known for traditional silk weaving; ancient temples; and French colonial architecture. Gateway to Angkor Borei archaeological site.,"https://maps.google.com/maps?q=Takeo,+Cambodia"
Phnom Chisor Temple : Kandal Province,images/Phnom Chisor Temple.jpg,11th-century hilltop temple requiring 412-step climb rewarded with panoramic Mekong Delta views. Well-preserved Angkorian architecture and peaceful meditation atmosphere.,"https://maps.google.com/maps?q=Phnom+Chisor,+Cambodia"
Tonle Bati : Kandal Province,images/Tonle Bati.jpg,Popular lakeside picnic destination 30km south of Phnom Penh. Swimming; boat rides; seafood restaurants; and nearby ancient temples create perfect day trip combination.,"https://maps.google.com/maps?q=Tonle+Bati,+Cambodia"
Ta Prohm Temple (Tonle Bati) : Kandal Province,images/Ta Prohm Temple (Tonle Bati).jpg,12th-century temple complex near Tonle Bati lake featuring well-preserved bas-reliefs and ancient Khmer architecture. Different from famous Ta Prohm in Angkor; this peaceful site offers temple exploration without crowds.,"https://maps.google.com/maps?q=Ta+Prohm+Tonle+Bati,+Cambodia"
Sisophon Town : Banteay Meanchey Province,images/Sisophon Town.jpg,Transportation hub and gateway to northwestern Cambodia and Thailand. Base for exploring remote temples and experiencing authentic provincial Cambodian life away from tourist trails.,"https://maps.google.com/maps?q=Sisophon,+Banteay+Meanchey,+Cambodia"
Banteay Chhmar Temple : Banteay Meanchey Province,images/Banteay Chhmar Temple.jpg,Massive 12th-century temple complex built by Jayavarman VII; rivaling Angkor in scale but receiving few visitors. Intricate bas-reliefs; jungle setting; and community-based tourism programs.,"https://maps.google.com/maps?q=Banteay+Chhmar,+Cambodia"
Poipet Border Crossing : Banteay Meanchey Province,images/Poipet Border Crossing.jpg,Chaotic border town with Thailand featuring casinos; markets; and cross-border trade. Important transit point but notorious for scams - exercise caution when crossing.,"https://maps.google.com/maps?q=Poipet,+Banteay+Meanchey,+Cambodia"
Kampong Speu Town : Kampong Speu Province,images/Kampong Speu Town.jpg,Provincial capital known for traditional pottery; palm sugar production; and access to natural attractions. Authentic rural Cambodian experience with local crafts and markets.,"https://maps.google.com/maps?q=Kampong+Speu,+Cambodia"
Phnom Oudong : Kampong Speu Province,images/Phnom Oudong.jpg,Former royal capital from 1618-1866 featuring ancient stupas and royal tombs on twin hills. Important pilgrimage site with panoramic views over surrounding countryside and Mekong River.,"https://maps.google.com/maps?q=Phnom+Oudong,+Cambodia"
Kirirom National Park : Kampong Speu Province,images/Kirirom National Park.jpg,Cool mountain plateau 700 meters above sea level with pine forests; waterfalls; and hiking trails. Unique highland ecosystem offering respite from tropical heat and adventure activities.,"https://maps.google.com/maps?q=Kirirom+National+Park,+Cambodia"
